Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,14014,5.0,5,,,,,,
,,,,,14017,3.0,3,,,,,,
,,,,,14030,13.0,13,,,,,,
,,,,,14034,4.0,4,,,,,,
,,,,,14037,3.0,3,,,,,,
,,,,,14044,7.0,7,,,,,,
,,,,,14047,3.0,3,,,,,,
,,,,,14052,5.0,5,,,,,,
,,,,,14055,3.0,3,,,,,,
,,,,,14059,4.0,4,,,,,,
,,,,,14064,5.0,5,,,,,,
,,,,,14068,4.0,4,,,,,,
,,,,,14074,6.0,6,,,,,,
,,,,,14083,9.0,9,,,,,,
,,,,,14086,3.0,3,,,,,,
,,,,,14102,16.0,16,,,,,,
,,,,,14105,3.0,3,,,,,,
,,,,,14112,7.0,7,,,,,,
,,,,,14122,10.0,10,,,,,,
,,,,,14130,8.0,8,,,,,,
,,,,,14143,13.0,13,,,,,,
,,,,,14162,19.0,19,,,,,,
,,,,,14171,9.0,9,,,,,,
,,,,,14175,4.0,4,,,,,,
,,,,,14180,5.0,5,,,,,,
,,,,,14188,8.0,8,,,,,,
,,,,,14191,3.0,3,,,,,,
,,,,,14198,7.0,7,,,,,,
,,,,,14201,3.0,3,,,,,,
,,,,,14206,5.0,5,,,,,,
,,,,,14229,23.0,23,,,,,,
,,,,,14234,5.0,5,,,,,,
,,,,,14248,14.0,14,,,,,,
,,,,,14252,4.0,4,,,,,,
,,,,,14261,9.0,9,,,,,,
,,,,,14266,5.0,5,,,,,,
,,,,,14272,6.0,6,,,,,,
,,,,,14276,4.0,4,,,,,,
,,,,,14281,5.0,5,,,,,,
,,,,,14297,16.0,16,,,,,,
,,,,,14304,7.0,7,,,,,,
,,,,,14314,10.0,10,,,,,,
,,,,,14317,3.0,3,,,,,,
,,,,,14322,5.0,5,,,,,,
,,,,,14325,3.0,3,,,,,,
,,,,,14329,4.0,4,,,,,,
,,,,,14333,4.0,4,,,,,,
,,,,,14339,6.0,6,,,,,,
,,,,,14345,6.0,6,,,,,,
,,,,,14352,7.0,7,,,,,,
,,,,,14364,12.0,12,,,,,,
,,,,,14383,19.0,19,,,,,,
,,,,,14389,6.0,6,,,,,,
,,,,,14400,11.0,11,,,,,,
,,,,,14405,5.0,5,,,,,,
,,,,,14410,5.0,5,,,,,,
,,,,,14418,8.0,8,,,,,,
,,,,,14425,7.0,7,,,,,,
,,,,,14433,8.0,8,,,,,,
,,,,,14440,7.0,7,,,,,,
,,,,,14444,4.0,4,,,,,,
,,,,,14451,7.0,7,,,,,,
,,,,,14455,4.0,4,,,,,,
,,,,,14459,4.0,4,,,,,,
,,,,,14465,6.0,6,,,,,,
,,,,,14473,8.0,8,,,,,,
,,,,,14477,4.0,4,,,,,,
,,,,,14483,6.0,6,,,,,,
,,,,,14490,7.0,7,,,,,,
,,,,,14494,4.0,4,,,,,,
,,,,,14498,4.0,4,,,,,,
,,,,,14501,3.0,3,,,,,,
,,,,,14506,5.0,5,,,,,,
,,,,,14515,9.0,9,,,,,,
,,,,,14519,4.0,4,,,,,,
,,,,,14527,8.0,8,,,,,,
,,,,,14533,6.0,6,,,,,,
,,,,,14537,4.0,4,,,,,,
,,,,,14541,4.0,4,,,,,,
,,,,,14545,4.0,4,,,,,,
,,,,,14549,4.0,4,,,,,,
,,,,,14555,6.0,6,,,,,,
,,,,,14566,11.0,11,,,,,,
,,,,,14580,14.0,14,,,,,,
,,,,,14593,13.0,13,,,,,,
,,,,,14601,8.0,8,,,,,,
,,,,,14621,20.0,20,,,,,,
,,,,,14627,6.0,6,,,,,,
,,,,,14633,6.0,6,,,,,,
,,,,,14637,4.0,4,,,,,,
,,,,,14641,4.0,4,,,,,,
,,,,,14647,6.0,6,,,,,,
,,,,,14653,6.0,6,,,,,,
,,,,,14657,4.0,4,,,,,,
,,,,,14661,4.0,4,,,,,,
,,,,,14666,5.0,5,,,,,,
,,,,,14670,4.0,4,,,,,,
,,,,,14685,15.0,15,,,,,,
,,,,,14690,5.0,5,,,,,,
,,,,,14693,3.0,3,,,,,,
,,,,,14699,6.0,6,,,,,,
,,,,,14708,9.0,9,,,,,,
,,,,,14713,5.0,5,,,,,,
,,,,,14717,4.0,4,,,,,,
,,,,,14721,4.0,4,,,,,,
,,,,,14724,3.0,3,,,,,,
,,,,,14727,3.0,3,,,,,,
,,,,,14733,6.0,6,,,,,,
,,,,,14738,5.0,5,,,,,,
,,,,,14743,5.0,5,,,,,,
,,,,,14750,7.0,7,,,,,,
,,,,,14753,3.0,3,,,,,,
,,,,,14759,6.0,6,,,,,,
,,,,,14762,3.0,3,,,,,,
,,,,,14768,6.0,6,,,,,,
,,,,,14775,7.0,7,,,,,,
,,,,,14778,3.0,3,,,,,,
,,,,,14787,9.0,9,,,,,,
,,,,,14805,18.0,18,,,,,,
,,,,,14808,3.0,3,,,,,,
,,,,,14812,4.0,4,,,,,,
,,,,,14822,10.0,10,,,,,,
,,,,,14834,12.0,12,,,,,,
,,,,,14837,3.0,3,,,,,,
,,,,,14867,30.0,30,,,,,,
,,,,,14871,4.0,4,,,,,,
,,,,,14892,21.0,21,,,,,,
,,,,,14904,12.0,12,,,,,,
,,,,,14911,7.0,7,,,,,,
,,,,,14927,16.0,16,,,,,,
,,,,,14932,5.0,5,,,,,,
,,,,,14938,6.0,6,,,,,,
,,,,,14945,7.0,7,,,,,,
,,,,,14950,5.0,5,,,,,,
,,,,,14953,3.0,3,,,,,,
,,,,,14958,5.0,5,,,,,,
,,,,,14965,7.0,7,,,,,,
,,,,,14968,3.0,3,,,,,,
,,,,,14973,5.0,5,,,,,,
,,,,,14977,4.0,4,,,,,,
,,,,,14983,6.0,6,,,,,,
,,,,,14989,6.0,6,,,,,,
,,,,,14993,4.0,4,,,,,,
6.3,2.6851444,11.0,3.0,6.3,15000,,,2.207432746887207,5.346283912658691,5.510165214538574,0.0003,0.0003,0.1
,,,,,15013,20.0,20,,,,,,
,,,,,15019,6.0,6,,,,,,
,,,,,15026,7.0,7,,,,,,
,,,,,15030,4.0,4,,,,,,
,,,,,15040,10.0,10,,,,,,
,,,,,15043,3.0,3,,,,,,
,,,,,15058,15.0,15,,,,,,
,,,,,15061,3.0,3,,,,,,
,,,,,15069,8.0,8,,,,,,
,,,,,15077,8.0,8,,,,,,
,,,,,15091,14.0,14,,,,,,
,,,,,15095,4.0,4,,,,,,
,,,,,15106,11.0,11,,,,,,
,,,,,15110,4.0,4,,,,,,
,,,,,15115,5.0,5,,,,,,
,,,,,15119,4.0,4,,,,,,
,,,,,15122,3.0,3,,,,,,
,,,,,15128,6.0,6,,,,,,
,,,,,15136,8.0,8,,,,,,
,,,,,15145,9.0,9,,,,,,
,,,,,15148,3.0,3,,,,,,
,,,,,15154,6.0,6,,,,,,
,,,,,15163,9.0,9,,,,,,
,,,,,15172,9.0,9,,,,,,
,,,,,15182,10.0,10,,,,,,
,,,,,15188,6.0,6,,,,,,
,,,,,15194,6.0,6,,,,,,
,,,,,15200,6.0,6,,,,,,
,,,,,15206,6.0,6,,,,,,
,,,,,15213,7.0,7,,,,,,
,,,,,15218,5.0,5,,,,,,
,,,,,15223,5.0,5,,,,,,
,,,,,15238,15.0,15,,,,,,
,,,,,15245,7.0,7,,,,,,
,,,,,15259,14.0,14,,,,,,
,,,,,15262,3.0,3,,,,,,
,,,,,15268,6.0,6,,,,,,
,,,,,15272,4.0,4,,,,,,
,,,,,15278,6.0,6,,,,,,
,,,,,15283,5.0,5,,,,,,
,,,,,15288,5.0,5,,,,,,
,,,,,15293,5.0,5,,,,,,
,,,,,15297,4.0,4,,,,,,
,,,,,15305,8.0,8,,,,,,
,,,,,15318,13.0,13,,,,,,
,,,,,15323,5.0,5,,,,,,
,,,,,15328,5.0,5,,,,,,
,,,,,15336,8.0,8,,,,,,
,,,,,15345,9.0,9,,,,,,
,,,,,15350,5.0,5,,,,,,
,,,,,15354,4.0,4,,,,,,
,,,,,15358,4.0,4,,,,,,
,,,,,15361,3.0,3,,,,,,
,,,,,15366,5.0,5,,,,,,
,,,,,15372,6.0,6,,,,,,
,,,,,15381,9.0,9,,,,,,
,,,,,15389,8.0,8,,,,,,
,,,,,15407,18.0,18,,,,,,
,,,,,15412,5.0,5,,,,,,
,,,,,15416,4.0,4,,,,,,
,,,,,15428,12.0,12,,,,,,
,,,,,15438,10.0,10,,,,,,
,,,,,15443,5.0,5,,,,,,
,,,,,15450,7.0,7,,,,,,
,,,,,15468,18.0,18,,,,,,
,,,,,15483,15.0,15,,,,,,
,,,,,15490,7.0,7,,,,,,
,,,,,15497,7.0,7,,,,,,
,,,,,15502,5.0,5,,,,,,
,,,,,15506,4.0,4,,,,,,
,,,,,15519,13.0,13,,,,,,
,,,,,15522,3.0,3,,,,,,
,,,,,15530,8.0,8,,,,,,
,,,,,15534,4.0,4,,,,,,
,,,,,15541,7.0,7,,,,,,
,,,,,15550,9.0,9,,,,,,
,,,,,15553,3.0,3,,,,,,
,,,,,15559,6.0,6,,,,,,
,,,,,15562,3.0,3,,,,,,
,,,,,15582,20.0,20,,,,,,
,,,,,15597,15.0,15,,,,,,
,,,,,15600,3.0,3,,,,,,
,,,,,15603,3.0,3,,,,,,
,,,,,15609,6.0,6,,,,,,
,,,,,15614,5.0,5,,,,,,
,,,,,15623,9.0,9,,,,,,
,,,,,15628,5.0,5,,,,,,
,,,,,15645,17.0,17,,,,,,
,,,,,15649,4.0,4,,,,,,
,,,,,15654,5.0,5,,,,,,
,,,,,15661,7.0,7,,,,,,
,,,,,15669,8.0,8,,,,,,
,,,,,15677,8.0,8,,,,,,
,,,,,15684,7.0,7,,,,,,
,,,,,15698,14.0,14,,,,,,
,,,,,15703,5.0,5,,,,,,
,,,,,15709,6.0,6,,,,,,
,,,,,15716,7.0,7,,,,,,
,,,,,15726,10.0,10,,,,,,
,,,,,15732,6.0,6,,,,,,
,,,,,15736,4.0,4,,,,,,
,,,,,15745,9.0,9,,,,,,
,,,,,15749,4.0,4,,,,,,
,,,,,15765,16.0,16,,,,,,
,,,,,15772,7.0,7,,,,,,
,,,,,15776,4.0,4,,,,,,
,,,,,15787,11.0,11,,,,,,
,,,,,15803,16.0,16,,,,,,
,,,,,15807,4.0,4,,,,,,
,,,,,15810,3.0,3,,,,,,
,,,,,15815,5.0,5,,,,,,
,,,,,15818,3.0,3,,,,,,
,,,,,15831,13.0,13,,,,,,
,,,,,15835,4.0,4,,,,,,
,,,,,15838,3.0,3,,,,,,
,,,,,15841,3.0,3,,,,,,
,,,,,15846,5.0,5,,,,,,
,,,,,15851,5.0,5,,,,,,
,,,,,15854,3.0,3,,,,,,
,,,,,15874,20.0,20,,,,,,
,,,,,15879,5.0,5,,,,,,
,,,,,15883,4.0,4,,,,,,
,,,,,15892,9.0,9,,,,,,
,,,,,15899,7.0,7,,,,,,
,,,,,15906,7.0,7,,,,,,
,,,,,15912,6.0,6,,,,,,
,,,,,15917,5.0,5,,,,,,
,,,,,15928,11.0,11,,,,,,
,,,,,15937,9.0,9,,,,,,
,,,,,15945,8.0,8,,,,,,
,,,,,15950,5.0,5,,,,,,
,,,,,15953,3.0,3,,,,,,
,,,,,15959,6.0,6,,,,,,
,,,,,15976,17.0,17,,,,,,
,,,,,15982,6.0,6,,,,,,
,,,,,15986,4.0,4,,,,,,
,,,,,15990,4.0,4,,,,,,
,,,,,15999,9.0,9,,,,,,
,,,,,16000,,,1.971563696861267,4.6840386390686035,4.581055164337158,0.0003,0.0003,0.1
,,,,,16005,6.0,6,,,,,,
,,,,,16013,8.0,8,,,,,,
,,,,,16017,4.0,4,,,,,,
,,,,,16021,4.0,4,,,,,,
,,,,,16029,8.0,8,,,,,,
,,,,,16035,6.0,6,,,,,,
,,,,,16052,17.0,17,,,,,,
,,,,,16056,4.0,4,,,,,,
,,,,,16060,4.0,4,,,,,,
,,,,,16081,21.0,21,,,,,,
,,,,,16086,5.0,5,,,,,,
,,,,,16089,3.0,3,,,,,,
,,,,,16096,7.0,7,,,,,,
,,,,,16099,3.0,3,,,,,,
,,,,,16105,6.0,6,,,,,,
,,,,,16114,9.0,9,,,,,,
,,,,,16120,6.0,6,,,,,,
,,,,,16125,5.0,5,,,,,,
,,,,,16128,3.0,3,,,,,,
,,,,,16132,4.0,4,,,,,,
,,,,,16151,19.0,19,,,,,,
,,,,,16156,5.0,5,,,,,,
,,,,,16160,4.0,4,,,,,,
,,,,,16166,6.0,6,,,,,,
,,,,,16174,8.0,8,,,,,,
,,,,,16178,4.0,4,,,,,,
,,,,,16192,14.0,14,,,,,,
,,,,,16205,13.0,13,,,,,,
,,,,,16209,4.0,4,,,,,,
,,,,,16215,6.0,6,,,,,,
,,,,,16218,3.0,3,,,,,,
,,,,,16231,13.0,13,,,,,,
,,,,,16236,5.0,5,,,,,,
,,,,,16241,5.0,5,,,,,,
,,,,,16251,10.0,10,,,,,,
,,,,,16262,11.0,11,,,,,,
,,,,,16266,4.0,4,,,,,,
,,,,,16280,14.0,14,,,,,,
,,,,,16283,3.0,3,,,,,,
,,,,,16290,7.0,7,,,,,,
,,,,,16316,26.0,26,,,,,,
,,,,,16322,6.0,6,,,,,,
,,,,,16325,3.0,3,,,,,,
,,,,,16328,3.0,3,,,,,,
,,,,,16334,6.0,6,,,,,,
,,,,,16337,3.0,3,,,,,,
,,,,,16342,5.0,5,,,,,,
,,,,,16346,4.0,4,,,,,,
,,,,,16349,3.0,3,,,,,,
,,,,,16353,4.0,4,,,,,,
,,,,,16358,5.0,5,,,,,,
,,,,,16364,6.0,6,,,,,,
,,,,,16369,5.0,5,,,,,,
,,,,,16373,4.0,4,,,,,,
,,,,,16377,4.0,4,,,,,,
,,,,,16380,3.0,3,,,,,,
,,,,,16396,16.0,16,,,,,,
,,,,,16404,8.0,8,,,,,,
,,,,,16410,6.0,6,,,,,,
,,,,,16422,12.0,12,,,,,,
,,,,,16428,6.0,6,,,,,,
,,,,,16435,7.0,7,,,,,,
,,,,,16441,6.0,6,,,,,,
,,,,,16449,8.0,8,,,,,,
,,,,,16456,7.0,7,,,,,,
,,,,,16460,4.0,4,,,,,,
,,,,,16467,7.0,7,,,,,,
,,,,,16471,4.0,4,,,,,,
,,,,,16504,33.0,33,,,,,,
,,,,,16515,11.0,11,,,,,,
,,,,,16520,5.0,5,,,,,,
,,,,,16532,12.0,12,,,,,,
,,,,,16539,7.0,7,,,,,,
,,,,,16545,6.0,6,,,,,,
,,,,,16548,3.0,3,,,,,,
,,,,,16577,29.0,29,,,,,,
,,,,,16580,3.0,3,,,,,,
,,,,,16585,5.0,5,,,,,,
,,,,,16589,4.0,4,,,,,,
,,,,,16594,5.0,5,,,,,,
,,,,,16613,19.0,19,,,,,,
,,,,,16622,9.0,9,,,,,,
,,,,,16626,4.0,4,,,,,,
,,,,,16644,18.0,18,,,,,,
,,,,,16658,14.0,14,,,,,,
,,,,,16666,8.0,8,,,,,,
,,,,,16671,5.0,5,,,,,,
,,,,,16677,6.0,6,,,,,,
,,,,,16704,27.0,27,,,,,,
,,,,,16708,4.0,4,,,,,,
,,,,,16714,6.0,6,,,,,,
,,,,,16719,5.0,5,,,,,,
,,,,,16723,4.0,4,,,,,,
,,,,,16732,9.0,9,,,,,,
,,,,,16736,4.0,4,,,,,,
,,,,,16740,4.0,4,,,,,,
,,,,,16750,10.0,10,,,,,,
,,,,,16757,7.0,7,,,,,,
,,,,,16777,20.0,20,,,,,,
,,,,,16786,9.0,9,,,,,,
,,,,,16790,4.0,4,,,,,,
,,,,,16798,8.0,8,,,,,,
,,,,,16802,4.0,4,,,,,,
,,,,,16813,11.0,11,,,,,,
,,,,,16816,3.0,3,,,,,,
,,,,,16828,12.0,12,,,,,,
,,,,,16831,3.0,3,,,,,,
,,,,,16836,5.0,5,,,,,,
,,,,,16841,5.0,5,,,,,,
,,,,,16849,8.0,8,,,,,,
,,,,,16865,16.0,16,,,,,,
,,,,,16868,3.0,3,,,,,,
,,,,,16872,4.0,4,,,,,,
,,,,,16885,13.0,13,,,,,,
,,,,,16889,4.0,4,,,,,,
,,,,,16894,5.0,5,,,,,,
,,,,,16897,3.0,3,,,,,,
,,,,,16900,3.0,3,,,,,,
,,,,,16906,6.0,6,,,,,,
,,,,,16909,3.0,3,,,,,,
,,,,,16914,5.0,5,,,,,,
,,,,,16921,7.0,7,,,,,,
,,,,,16926,5.0,5,,,,,,
,,,,,16932,6.0,6,,,,,,
,,,,,16943,11.0,11,,,,,,
,,,,,16949,6.0,6,,,,,,
,,,,,16966,17.0,17,,,,,,
,,,,,16970,4.0,4,,,,,,
,,,,,16981,11.0,11,,,,,,
,,,,,16990,9.0,9,,,,,,
,,,,,16999,9.0,9,,,,,,
,,,,,17000,,,1.6938197612762451,5.025043487548828,5.163319110870361,0.0003,0.0003,0.1
,,,,,17006,7.0,7,,,,,,
,,,,,17010,4.0,4,,,,,,
,,,,,17019,9.0,9,,,,,,
,,,,,17036,17.0,17,,,,,,
,,,,,17039,3.0,3,,,,,,
,,,,,17055,16.0,16,,,,,,
,,,,,17068,13.0,13,,,,,,
,,,,,17074,6.0,6,,,,,,
,,,,,17078,4.0,4,,,,,,
,,,,,17083,5.0,5,,,,,,
,,,,,17087,4.0,4,,,,,,
,,,,,17095,8.0,8,,,,,,
,,,,,17100,5.0,5,,,,,,
,,,,,17105,5.0,5,,,,,,
,,,,,17109,4.0,4,,,,,,
,,,,,17115,6.0,6,,,,,,
,,,,,17121,6.0,6,,,,,,
,,,,,17130,9.0,9,,,,,,
,,,,,17135,5.0,5,,,,,,
,,,,,17142,7.0,7,,,,,,
,,,,,17145,3.0,3,,,,,,
,,,,,17148,3.0,3,,,,,,
,,,,,17161,13.0,13,,,,,,
,,,,,17166,5.0,5,,,,,,
,,,,,17175,9.0,9,,,,,,
,,,,,17180,5.0,5,,,,,,
,,,,,17188,8.0,8,,,,,,
,,,,,17192,4.0,4,,,,,,
,,,,,17204,12.0,12,,,,,,
,,,,,17209,5.0,5,,,,,,
,,,,,17212,3.0,3,,,,,,
,,,,,17215,3.0,3,,,,,,
,,,,,17218,3.0,3,,,,,,
,,,,,17222,4.0,4,,,,,,
,,,,,17241,19.0,19,,,,,,
,,,,,17246,5.0,5,,,,,,
,,,,,17251,5.0,5,,,,,,
,,,,,17262,11.0,11,,,,,,
,,,,,17279,17.0,17,,,,,,
,,,,,17286,7.0,7,,,,,,
,,,,,17296,10.0,10,,,,,,
,,,,,17299,3.0,3,,,,,,
,,,,,17302,3.0,3,,,,,,
,,,,,17305,3.0,3,,,,,,
,,,,,17311,6.0,6,,,,,,
,,,,,17314,3.0,3,,,,,,
,,,,,17319,5.0,5,,,,,,
,,,,,17329,10.0,10,,,,,,
,,,,,17339,10.0,10,,,,,,
,,,,,17343,4.0,4,,,,,,
,,,,,17347,4.0,4,,,,,,
,,,,,17350,3.0,3,,,,,,
,,,,,17361,11.0,11,,,,,,
,,,,,17368,7.0,7,,,,,,
,,,,,17378,10.0,10,,,,,,
,,,,,17407,29.0,29,,,,,,
,,,,,17412,5.0,5,,,,,,
,,,,,17416,4.0,4,,,,,,
,,,,,17422,6.0,6,,,,,,
,,,,,17429,7.0,7,,,,,,
,,,,,17437,8.0,8,,,,,,
,,,,,17456,19.0,19,,,,,,
,,,,,17464,8.0,8,,,,,,
,,,,,17474,10.0,10,,,,,,
,,,,,17480,6.0,6,,,,,,
,,,,,17483,3.0,3,,,,,,
,,,,,17493,10.0,10,,,,,,
,,,,,17498,5.0,5,,,,,,
,,,,,17506,8.0,8,,,,,,
,,,,,17515,9.0,9,,,,,,
,,,,,17525,10.0,10,,,,,,
,,,,,17531,6.0,6,,,,,,
,,,,,17543,12.0,12,,,,,,
,,,,,17550,7.0,7,,,,,,
,,,,,17554,4.0,4,,,,,,
,,,,,17559,5.0,5,,,,,,
,,,,,17565,6.0,6,,,,,,
,,,,,17573,8.0,8,,,,,,
,,,,,17578,5.0,5,,,,,,
,,,,,17585,7.0,7,,,,,,
,,,,,17588,3.0,3,,,,,,
,,,,,17591,3.0,3,,,,,,
,,,,,17595,4.0,4,,,,,,
,,,,,17601,6.0,6,,,,,,
,,,,,17605,4.0,4,,,,,,
,,,,,17616,11.0,11,,,,,,
,,,,,17621,5.0,5,,,,,,
,,,,,17624,3.0,3,,,,,,
,,,,,17628,4.0,4,,,,,,
,,,,,17632,4.0,4,,,,,,
,,,,,17640,8.0,8,,,,,,
,,,,,17649,9.0,9,,,,,,
,,,,,17654,5.0,5,,,,,,
,,,,,17657,3.0,3,,,,,,
,,,,,17661,4.0,4,,,,,,
,,,,,17664,3.0,3,,,,,,
,,,,,17677,13.0,13,,,,,,
,,,,,17683,6.0,6,,,,,,
,,,,,17695,12.0,12,,,,,,
,,,,,17712,17.0,17,,,,,,
,,,,,17720,8.0,8,,,,,,
,,,,,17732,12.0,12,,,,,,
,,,,,17737,5.0,5,,,,,,
,,,,,17741,4.0,4,,,,,,
,,,,,17747,6.0,6,,,,,,
,,,,,17751,4.0,4,,,,,,
,,,,,17764,13.0,13,,,,,,
,,,,,17768,4.0,4,,,,,,
,,,,,17771,3.0,3,,,,,,
,,,,,17776,5.0,5,,,,,,
,,,,,17780,4.0,4,,,,,,
,,,,,17783,3.0,3,,,,,,
,,,,,17787,4.0,4,,,,,,
,,,,,17793,6.0,6,,,,,,
,,,,,17800,7.0,7,,,,,,
,,,,,17804,4.0,4,,,,,,
,,,,,17808,4.0,4,,,,,,
,,,,,17817,9.0,9,,,,,,
,,,,,17821,4.0,4,,,,,,
,,,,,17825,4.0,4,,,,,,
,,,,,17832,7.0,7,,,,,,
,,,,,17836,4.0,4,,,,,,
,,,,,17844,8.0,8,,,,,,
,,,,,17860,16.0,16,,,,,,
,,,,,17864,4.0,4,,,,,,
,,,,,17867,3.0,3,,,,,,
,,,,,17871,4.0,4,,,,,,
,,,,,17874,3.0,3,,,,,,
,,,,,17893,19.0,19,,,,,,
,,,,,17900,7.0,7,,,,,,
,,,,,17904,4.0,4,,,,,,
,,,,,17917,13.0,13,,,,,,
,,,,,17923,6.0,6,,,,,,
,,,,,17927,4.0,4,,,,,,
,,,,,17930,3.0,3,,,,,,
,,,,,17936,6.0,6,,,,,,
,,,,,17941,5.0,5,,,,,,
,,,,,17948,7.0,7,,,,,,
,,,,,17954,6.0,6,,,,,,
,,,,,17959,5.0,5,,,,,,
,,,,,17964,5.0,5,,,,,,
,,,,,17967,3.0,3,,,,,,
,,,,,17971,4.0,4,,,,,,
,,,,,17981,10.0,10,,,,,,
,,,,,17988,7.0,7,,,,,,
,,,,,17995,7.0,7,,,,,,
,,,,,17998,3.0,3,,,,,,
,,,,,18000,,,2.2478599548339844,5.133959770202637,5.246967792510986,0.0003,0.0003,0.1
,,,,,18027,29.0,29,,,,,,
,,,,,18031,4.0,4,,,,,,
,,,,,18034,3.0,3,,,,,,
,,,,,18041,7.0,7,,,,,,
,,,,,18045,4.0,4,,,,,,
,,,,,18055,10.0,10,,,,,,
,,,,,18060,5.0,5,,,,,,
,,,,,18070,10.0,10,,,,,,
,,,,,18075,5.0,5,,,,,,
,,,,,18090,15.0,15,,,,,,
,,,,,18093,3.0,3,,,,,,
,,,,,18101,8.0,8,,,,,,
,,,,,18107,6.0,6,,,,,,
,,,,,18115,8.0,8,,,,,,
,,,,,18119,4.0,4,,,,,,
,,,,,18127,8.0,8,,,,,,
,,,,,18132,5.0,5,,,,,,
,,,,,18137,5.0,5,,,,,,
,,,,,18141,4.0,4,,,,,,
,,,,,18147,6.0,6,,,,,,
,,,,,18153,6.0,6,,,,,,
,,,,,18158,5.0,5,,,,,,
,,,,,18165,7.0,7,,,,,,
,,,,,18168,3.0,3,,,,,,
,,,,,18179,11.0,11,,,,,,
,,,,,18182,3.0,3,,,,,,
,,,,,18189,7.0,7,,,,,,
,,,,,18194,5.0,5,,,,,,
,,,,,18204,10.0,10,,,,,,
,,,,,18207,3.0,3,,,,,,
,,,,,18213,6.0,6,,,,,,
,,,,,18217,4.0,4,,,,,,
,,,,,18224,7.0,7,,,,,,
,,,,,18241,17.0,17,,,,,,
,,,,,18258,17.0,17,,,,,,
,,,,,18261,3.0,3,,,,,,
,,,,,18265,4.0,4,,,,,,
,,,,,18270,5.0,5,,,,,,
,,,,,18273,3.0,3,,,,,,
,,,,,18277,4.0,4,,,,,,
,,,,,18282,5.0,5,,,,,,
,,,,,18286,4.0,4,,,,,,
,,,,,18294,8.0,8,,,,,,
,,,,,18297,3.0,3,,,,,,
,,,,,18306,9.0,9,,,,,,
,,,,,18310,4.0,4,,,,,,
,,,,,18314,4.0,4,,,,,,
,,,,,18323,9.0,9,,,,,,
,,,,,18331,8.0,8,,,,,,
,,,,,18366,35.0,35,,,,,,
,,,,,18374,8.0,8,,,,,,
,,,,,18378,4.0,4,,,,,,
,,,,,18381,3.0,3,,,,,,
,,,,,18388,7.0,7,,,,,,
,,,,,18392,4.0,4,,,,,,
,,,,,18398,6.0,6,,,,,,
,,,,,18404,6.0,6,,,,,,
,,,,,18409,5.0,5,,,,,,
,,,,,18415,6.0,6,,,,,,
,,,,,18432,17.0,17,,,,,,
,,,,,18438,6.0,6,,,,,,
,,,,,18441,3.0,3,,,,,,
,,,,,18446,5.0,5,,,,,,
,,,,,18450,4.0,4,,,,,,
,,,,,18454,4.0,4,,,,,,
,,,,,18457,3.0,3,,,,,,
,,,,,18460,3.0,3,,,,,,
,,,,,18464,4.0,4,,,,,,
,,,,,18470,6.0,6,,,,,,
,,,,,18473,3.0,3,,,,,,
,,,,,18478,5.0,5,,,,,,
,,,,,18489,11.0,11,,,,,,
,,,,,18493,4.0,4,,,,,,
,,,,,18499,6.0,6,,,,,,
,,,,,18503,4.0,4,,,,,,
,,,,,18510,7.0,7,,,,,,
,,,,,18517,7.0,7,,,,,,
,,,,,18523,6.0,6,,,,,,
,,,,,18526,3.0,3,,,,,,
,,,,,18542,16.0,16,,,,,,
,,,,,18549,7.0,7,,,,,,
,,,,,18553,4.0,4,,,,,,
,,,,,18561,8.0,8,,,,,,
,,,,,18582,21.0,21,,,,,,
,,,,,18588,6.0,6,,,,,,
,,,,,18594,6.0,6,,,,,,
,,,,,18599,5.0,5,,,,,,
,,,,,18612,13.0,13,,,,,,
,,,,,18621,9.0,9,,,,,,
,,,,,18627,6.0,6,,,,,,
,,,,,18638,11.0,11,,,,,,
,,,,,18642,4.0,4,,,,,,
,,,,,18646,4.0,4,,,,,,
,,,,,18650,4.0,4,,,,,,
,,,,,18655,5.0,5,,,,,,
,,,,,18672,17.0,17,,,,,,
,,,,,18683,11.0,11,,,,,,
,,,,,18687,4.0,4,,,,,,
,,,,,18691,4.0,4,,,,,,
,,,,,18713,22.0,22,,,,,,
,,,,,18719,6.0,6,,,,,,
,,,,,18723,4.0,4,,,,,,
,,,,,18726,3.0,3,,,,,,
,,,,,18731,5.0,5,,,,,,
,,,,,18735,4.0,4,,,,,,
,,,,,18747,12.0,12,,,,,,
,,,,,18753,6.0,6,,,,,,
,,,,,18762,9.0,9,,,,,,
,,,,,18765,3.0,3,,,,,,
,,,,,18775,10.0,10,,,,,,
,,,,,18780,5.0,5,,,,,,
,,,,,18786,6.0,6,,,,,,
,,,,,18795,9.0,9,,,,,,
,,,,,18809,14.0,14,,,,,,
,,,,,18815,6.0,6,,,,,,
,,,,,18818,3.0,3,,,,,,
,,,,,18823,5.0,5,,,,,,
,,,,,18827,4.0,4,,,,,,
,,,,,18842,15.0,15,,,,,,
,,,,,18848,6.0,6,,,,,,
,,,,,18857,9.0,9,,,,,,
,,,,,18867,10.0,10,,,,,,
,,,,,18872,5.0,5,,,,,,
,,,,,18875,3.0,3,,,,,,
